id;host_id;host_name;neighbourhood_cleansed;property_type;price;availability_365;number_of_reviews;review_scores_rating
53040949;418525650;Ute;Santanyí;Entire rental unit;168;97;10;5
53422891;285670200;Holidu;Ariany;Entire home;117;363;3;5
53425549;13894653;Owl Booking;Pollença;Entire villa;224;89;23;4,83
53425577;170505294;Sunset Villas;Alcúdia;Entire villa;136;186;4;4,5
53425616;377610127;Rentavillamallorca.Com;Pollença;Entire villa;190;218;12;4,67
53427105;76875955;Team FiveStarsHome;Pollença;Entire cottage;229;0;1;5
53428796;410221509;Novasol;Santanyí;Entire home;217;312;1;3
53428825;410221509;Novasol;Campos;Entire home;242;261;8;4,75
53428840;410221509;Novasol;Selva;Entire home;237;356;1;5
53043359;429393590;Casa Wald;Porreres;Room in boutique hotel;205;0;7;4,86
53056098;184599578;Holidu;Sóller;Entire villa;195;322;20;5
53062568;24028793;Christian;Manacor;Entire rental unit;35;298;8;5
53070935;196091346;Konstantin;Capdepera;Entire villa;619;260;46;5
53085696;429745178;Maria;Fornalutx;Entire home;79;245;11;4,82
53090065;286813339;Ses Motes;Sóller;Entire cottage;220;0;66;4,91
53428887;410221509;Novasol;Sant Llorenç des Cardassar;Entire home;205;93;1;5
53428974;410221150;Novasol;Algaida;Entire home;248;10;3;5
53429468;146863864;Beach And Mountain;Sóller;Entire condo;109;200;118;4,8
53749502;17613388;Miquel Angel;Alcúdia;Entire condo;50;355;60;4,5
53751568;116354080;Cosme;Pollença;Entire villa;194;172;12;4,83
53753690;435359165;Margarita;Santa Margalida;Entire villa;89;137;70;4,96
53762545;173328477;Gemma;Selva;Entire villa;237;363;0;4,616285714285714
53763768;313785862;Portvil, S.L.U.;Pollença;Entire villa;229;0;9;4,44
53766593;168692752;Holidu;Alcúdia;Entire home;185;364;9;4,78
53767716;76875955;Team FiveStarsHome;Pollença;Entire home;229;0;0;4,783606557377048
53094853;258626123;Monica;Palma de Mallorca;Entire condo;150;364;2;5
53538736;98002653;Spain Villas Resort;Alcúdia;Entire villa;140;214;12;4,17
53539272;432818401;Umberto;Calvià;Entire villa;600;163;2;4
53539625;168692752;Holidu;Manacor;Entire home;150;364;1;4
53539835;4985887;Mallorca House Rent;Manacor;Entire villa;219;301;0;4,545492957746479
53549509;205496849;Holidu;Pollença;Entire chalet;232;357;3;3,67
53552102;13894653;Owl Booking;Pollença;Entire villa;246;216;14;4,64
53553460;410221150;Novasol;Artà;Entire home;238;184;2;4,5
53554611;410221509;Novasol;Alcúdia;Entire home;200;111;24;4,92
53555172;19665880;Dolores;Andratx;Entire cottage;129;124;16;4,75
53103216;390471366;Ronny;Manacor;Entire rental unit;219;0;12;5
53118234;205496849;Holidu;Maria de la Salut;Entire home;70;362;5;4,4
53118238;205496849;Holidu;Santanyí;Entire home;150;355;10;5
53119152;2052511;Joan;Marratxí;Entire villa;235;242;1;5
53125858;261020451;Rosa;Sineu;Entire cottage;405;194;1;5
53767717;76875955;Team FiveStarsHome;Sa Pobla;Entire villa;242;0;0;4,783606557377048
53768541;50729033;Finca Mallorca;Manacor;Entire villa;219;0;0;4,916818181818182
53768547;50729033;Finca Mallorca;Campos;Entire villa;429;84;0;4,916818181818182
53768558;50729033;Finca Mallorca;Manacor;Entire villa;221;1;0;4,916818181818182
53777865;13894653;Owl Booking;Pollença;Entire villa;250;123;22;4,91
53788868;26719978;Leonardo;Palma de Mallorca;Entire condo;38;164;18;4,22
53793231;193516179;Stuart;Calvià;Entire villa;410;220;11;5
53795682;45708254;Jose;Sant Llorenç des Cardassar;Entire rental unit;250;100;50;4,74
53128918;29955329;Mallorca North Villas;Alcúdia;Entire villa;299;102;2;5
53556383;70530657;Enrique;Pollença;Entire serviced apartment;190;302;39;4,85
53562699;205496849;Holidu;Campos;Entire home;153;362;2;5
53578910;4985887;Mallorca House Rent;Felanitx;Entire villa;283;146;1;5
53578924;4985887;Mallorca House Rent;Felanitx;Entire home;249;33;8;4,75
53579936;66176030;Smilevillas;Felanitx;Entire cottage;241;103;1;5
53580584;66176030;Smilevillas;Santanyí;Entire villa;500;289;10;3,7
53583572;4985887;Mallorca House Rent;Santanyí;Entire cottage;217;0;0;4,545492957746479
53583642;66176030;Smilevillas;Manacor;Entire cottage;219;136;4;5
53133092;50885662;Nadiya;Santa Margalida;Entire villa;248;218;19;4,89
53795822;45708254;Jose;Sant Llorenç des Cardassar;Entire vacation home;250;44;52;4,79
53795896;45708254;Jose;Sant Llorenç des Cardassar;Entire rental unit;250;100;27;4,67
53803545;65697804;Ideal Property Mallorca;Búger;Entire villa;227;119;0;4,608871794871795
53803965;65697804;Ideal Property Mallorca;Búger;Entire villa;209;83;2;4,5
53805308;76875955;Team FiveStarsHome;Pollença;Entire villa;229;0;0;4,783606557377048
53806143;76875955;Team FiveStarsHome;Alcúdia;Entire villa;230;158;0;4,783606557377048
53806887;245569969;Anna;Sóller;Entire rental unit;250;340;12;4,83
53139622;76875955;Team FiveStarsHome;Pollença;Entire villa;183;120;0;4,783606557377048
53139623;76875955;Team FiveStarsHome;Pollença;Entire cottage;183;173;0;4,783606557377048
53139624;76875955;Team FiveStarsHome;Pollença;Entire home;230;61;0;4,783606557377048
53140380;76875955;Team FiveStarsHome;Pollença;Entire cottage;229;0;0;4,783606557377048
53140381;76875955;Team FiveStarsHome;Pollença;Entire cottage;229;0;0;4,783606557377048
53140563;2372127;Victoria Y Mercè;Palma de Mallorca;Entire rental unit;57;42;12;4,92
53807243;5614725;Francisco;Sineu;Entire townhouse;293;224;47;4,94
53808004;76875955;Team FiveStarsHome;Pollença;Entire villa;199;103;0;4,783606557377048
53815034;216984871;Xavier;Alcúdia;Private room in condo;57;332;35;4,89
53820251;99535450;Virginia;Alcúdia;Entire villa;375;210;23;4,96
53821640;435971321;Maximilian;Llubí;Entire villa;177;311;3;5
53837375;118347018;Tatiana - Interhome Group;Llucmajor;Entire home;186;226;25;4,68
53837522;66176030;Smilevillas;Pollença;Entire villa;450;127;0;4,289931972789115
53838376;432292607;Loic, Estelle And Co;Pollença;Entire rental unit;287;365;0;4,569695559548547
53141086;120701025;Luis;Alcúdia;Entire rental unit;71;304;62;4,9
53141246;430196164;Sa Parellada;Selva;Room in hotel;105;216;28;4,86
53583877;66176030;Smilevillas;Felanitx;Entire cottage;241;175;5;4,6
53584149;66176030;Smilevillas;Felanitx;Entire villa;95;338;14;4,57
53597273;422529293;Doha;Calvià;Entire rental unit;159;358;0;4,6306364028348845
53597352;6408943;Georgi;Santanyí;Entire chalet;331;325;31;4,81
53599925;81612614;Juan;Selva;Entire villa;163;319;22;4,45
53600683;377610127;Rentavillamallorca.Com;Pollença;Entire villa;194;152;15;4,67
53600684;377610127;Rentavillamallorca.Com;Pollença;Entire villa;212;97;6;4,5
53601479;156144596;Mallorca Villa Selection;Alcúdia;Entire home;245;302;7;4,86
53141914;13894653;Owl Booking;Pollença;Entire villa;170;184;13;4,77
53142812;22603827;Antonio;Pollença;Entire home;400;363;3;4,33
53603786;4985887;Mallorca House Rent;Felanitx;Entire cottage;149;322;11;4,73
53603990;410221509;Novasol;Santa Margalida;Entire home;177;221;10;5
53604331;4985887;Mallorca House Rent;Manacor;Entire home;221;0;1;4
53606916;168692752;Holidu;Santa Margalida;Entire villa;141;362;8;5
53619561;149209395;Priority Villas;Esporles;Private room in rental unit;105;349;46;4,74
53619562;149209395;Priority Villas;Esporles;Private room in rental unit;123;354;61;4,77
53635134;372494748;Villafy Mallorca;Pollença;Entire villa;500;135;4;3,75
53653555;113967804;Montserrat;Ses Salines;Entire rental unit;246;265;19;4,89
53666168;107259109;Miguel - Interhome;Llucmajor;Entire home;212;215;35;4,8
53838770;80839530;Homerti;Manacor;Entire villa;450;164;9;4,89
53843565;71611818;Pollentia;Pollença;Entire townhouse;213;305;16;4,38
53844599;117277192;Pep;Pollença;Entire villa;196;195;16;4,81
53845285;114021873;Maria;Banyalbufar;Casa particular;149;265;64;4,89
53855172;65617231;Pedro;Palma de Mallorca;Entire rental unit;140;0;17;4,94
53856343;13894653;Owl Booking;Pollença;Entire villa;348;0;6;4,67
53858216;66176030;Smilevillas;Santanyí;Entire villa;217;0;8;3,88
53858935;432294892;Loic, Estelle And Co;Alcúdia;Entire home;182;365;0;4,615181700060199
53858942;432295303;Loic, Estelle And Co;Sant Llorenç des Cardassar;Entire home;239;365;0;4,753363397861276
53157710;205496849;Holidu;Alcúdia;Entire home;120;364;3;3,67
53159865;430196164;Sa Parellada;Selva;Room in hotel;140;230;15;4,8
53160385;430346856;HM Balanguera Beach;Palma de Mallorca;Room in boutique hotel;140;240;13;4,46
53165173;430382102;Nuria;Pollença;Entire villa;600;67;45;5
53177300;80839530;Homerti;Manacor;Entire rental unit;277;288;15;4,33
53177314;430196164;Sa Parellada;Selva;Room in hotel;140;204;17;4,94
53177475;80839530;Homerti;Muro;Entire villa;455;124;17;4,53
53179664;168692752;Holidu;Capdepera;Entire home;70;364;3;5
53187997;5558099;Anna&Marga;Inca;Entire cottage;236;222;0;4,616521739130435
53869197;27227483;Biel;Sóller;Entire villa;276;347;14;4,43
53869268;27227483;Biel;Fornalutx;Entire cottage;276;337;14;4,43
53871875;168692752;Holidu;Llucmajor;Entire home;188;364;0;4,593333333333334
53872304;131594018;Mallorca Holiday Properties;Santa Margalida;Entire villa;161;154;7;4,86
53873036;131594018;Mallorca Holiday Properties;Alcúdia;Entire villa;159;225;4;4,75
53874309;80839530;Homerti;Campos;Entire villa;544;123;1;3
53874499;177989624;Pam;Alcúdia;Entire villa;272;322;24;5
53880655;46784258;Miguel;Alcúdia;Private room in townhouse;182;339;1;4
53211250;4645996;Svitlana;Muro;Entire villa;230;273;2;4,5
53223426;113372965;Mallorca Collection;Artà;Entire townhouse;394;219;1;5
53223691;430196164;Sa Parellada;Selva;Room in hotel;140;251;3;5
53884397;45500462;Den;Calvià;Entire rental unit;202;365;0;5
53888951;413681150;Paco;Alcúdia;Entire home;600;207;30;5
53892383;49501915;Renthousing;Pollença;Entire villa;152;193;1;4
53895247;41863175;Daniel;Alcúdia;Entire rental unit;236;233;25;4,92
53902808;436644210;Miguel;Calvià;Entire condo;100;190;70;4,86
53903841;228639797;Joan Felip;Pollença;Entire villa;102;247;75;4,71
53912786;100507004;Mar;Sóller;Entire condo;154;47;8;4,25
53917943;436778477;Olga;Inca;Entire loft;86;351;14;4,86
53928171;388121711;Waldemar;Sa Pobla;Entire villa;242;0;37;4,81
53932188;168692752;Holidu;Pollença;Entire villa;150;363;0;4,593333333333334
53225416;156144596;Mallorca Villa Selection;Manacor;Entire home;315;56;2;5
53236639;429393590;Casa Wald;Porreres;Room in boutique hotel;205;0;3;5
53236985;429393590;Casa Wald;Porreres;Room in boutique hotel;205;0;6;5
53932749;168692752;Holidu;Pollença;Entire villa;150;363;0;4,593333333333334
53932764;168692752;Holidu;Pollença;Entire villa;150;363;0;4,593333333333334
53932789;168692752;Holidu;Pollença;Entire villa;150;363;1;4
53932831;168692752;Holidu;Pollença;Entire villa;150;363;0;4,593333333333334
53932222;168692752;Holidu;Pollença;Entire villa;150;363;1;5
53932278;168692752;Holidu;Pollença;Entire villa;150;363;1;4
53932307;168692752;Holidu;Pollença;Entire villa;150;363;0;4,593333333333334
53932342;168692752;Holidu;Pollença;Entire villa;150;363;0;4,593333333333334
53932420;404383220;Antonia Maria;Santanyí;Entire rental unit;217;0;70;4,67
53932429;168692752;Holidu;Pollença;Entire villa;150;363;1;4
53932586;168692752;Holidu;Pollença;Entire villa;486;363;0;4,593333333333334
53932605;168692752;Holidu;Pollença;Entire villa;150;363;0;4,593333333333334
53932832;168692752;Holidu;Pollença;Entire villa;150;363;1;5
53932843;168692752;Holidu;Pollença;Entire villa;150;363;0;4,593333333333334
53932937;168692752;Holidu;Santanyí;Entire home;170;357;6;4,67
53944318;156144596;Mallorca Villa Selection;Alcúdia;Entire home;197;30;35;4,23
53945254;49501915;Renthousing;Sa Pobla;Entire villa;254;177;3;4
53945592;80636743;Foravila;Santa Margalida;Entire villa;196;245;0;4,659677419354837
53932643;168692752;Holidu;Pollença;Entire rental unit;150;363;0;4,593333333333334
53932690;168692752;Holidu;Pollença;Entire villa;150;363;0;4,593333333333334
53932729;168692752;Holidu;Pollença;Entire villa;150;363;0;4,593333333333334
54069316;435829669;Prestige Villas Spain;Pollença;Entire villa;304;0;0;4
54069374;435829669;Prestige Villas Spain;Pollença;Entire villa;148;0;0;4
54069382;435829669;Prestige Villas Spain;Pollença;Entire villa;149;0;0;4
54069419;435829669;Prestige Villas Spain;Pollença;Entire villa;95;0;0;4
53945597;80636743;Foravila;Artà;Entire villa;212;110;0;4,659677419354837
53949150;168692752;Holidu;Artà;Entire home;150;364;0;4,593333333333334
53949191;168692752;Holidu;Artà;Entire home;138;365;5;5
53949214;4985887;Mallorca House Rent;Santanyí;Entire villa;221;155;9;4,33
53950670;168692752;Holidu;Pollença;Entire villa;229;364;2;5
54069465;435829669;Prestige Villas Spain;Pollença;Entire villa;119;0;0;4
54069482;435829669;Prestige Villas Spain;Pollença;Entire villa;215;0;0;4
54069529;435829669;Prestige Villas Spain;Pollença;Entire villa;256;0;0;4
54069554;435829669;Prestige Villas Spain;Pollença;Entire villa;89;0;0;4
54069616;435829669;Prestige Villas Spain;Pollença;Entire villa;137;0;1;4
54069641;435829669;Prestige Villas Spain;Alcúdia;Entire villa;119;0;0;4
54069679;435829669;Prestige Villas Spain;Pollença;Entire villa;125;0;0;4
53955936;437077560;Pedro;Alcúdia;Entire villa;244;185;3;5
53955972;437077652;Marcel;Palma de Mallorca;Entire villa;140;288;0;4,645990014555646
53961406;313785862;Portvil, S.L.U.;Sa Pobla;Entire villa;189;177;4;4,25
53962482;168692752;Holidu;Santanyí;Entire villa;150;364;7;4,57
53968229;95987411;Js Villas;Pollença;Entire villa;251;158;6;4,17
53974722;205496849;Holidu;Santanyí;Entire villa;190;354;3;5
53996978;434612845;Jan & Sabrina;Santanyí;Entire villa;130;200;27;4,89
54069706;435829669;Prestige Villas Spain;Pollença;Entire villa;137;0;0;4
54069736;435829669;Prestige Villas Spain;Pollença;Entire villa;119;0;0;4
54069761;435829669;Prestige Villas Spain;Pollença;Entire villa;143;0;0;4
54069783;435829669;Prestige Villas Spain;Pollença;Entire villa;119;0;0;4
54069808;435829669;Prestige Villas Spain;Alcúdia;Entire villa;137;0;0;4
54069829;435829669;Prestige Villas Spain;Pollença;Entire villa;179;0;0;4
54069847;435829669;Prestige Villas Spain;Pollença;Entire villa;203;0;0;4
54000823;3044091;Mike;Palma de Mallorca;Camper/RV;137;365;4;4,75
54008301;205496849;Holidu;Inca;Entire home;442;364;1;5
53699700;59041358;Rafael Miguel;Bunyola;Entire home;325;251;8;4,88
53710527;1886121;Ignacio;Artà;Entire home;430;285;38;4,95
53712263;4443018;Tommy;Sóller;Entire villa;175;139;39;4,97
53713994;122491844;Sealand Villas;Pollença;Entire rental unit;181;234;29;4,52
53722118;50885662;Nadiya;Selva;Entire home;136;277;44;4,93
53733613;435198128;Gabriele;Ses Salines;Entire rental unit;139;175;0;4,720429186819052
53737218;45708254;Jose;Sant Llorenç des Cardassar;Entire rental unit;250;170;55;4,85
53739135;3533438;Freelance Villas;Pollença;Entire villa;295;0;0;4,8933333333333335
54009219;773149;Merijn;Pollença;Entire condo;115;298;37;4,81
54069877;435829669;Prestige Villas Spain;Pollença;Entire villa;137;0;0;4
54069921;435829669;Prestige Villas Spain;Pollença;Entire villa;113;0;0;4
54075225;187050772;Holidu;Son Servera;Entire villa;222;364;0;4,614125
54075227;187050772;Holidu;Artà;Entire villa;153;330;3;4,67
54076041;435829669;Prestige Villas Spain;Pollença;Entire rental unit;113;0;0;4
54076052;435829669;Prestige Villas Spain;Pollença;Entire villa;137;0;0;4
54076115;435829669;Prestige Villas Spain;Pollença;Entire villa;173;0;0;4
54010129;437630967;Jennifer;Sóller;Entire cottage;140;131;49;5
54013600;437664496;Linda;Montuïri;Entire vacation home;370;308;6;4,83
54017415;113792295;Thomas;Pollença;Private room in boat;170;363;0;4,569695559548547
54026967;407021449;Bartolomé;Pollença;Entire home;70;283;9;5
54076129;435829669;Prestige Villas Spain;Pollença;Entire villa;149;0;0;4
54076143;435829669;Prestige Villas Spain;Pollença;Entire villa;191;0;0;4
54076149;435829669;Prestige Villas Spain;Pollença;Entire villa;167;0;0;4
54076169;435829669;Prestige Villas Spain;Pollença;Entire villa;179;0;0;4
54076193;435829669;Prestige Villas Spain;Alcúdia;Entire villa;256;0;0;4
54076232;435829669;Prestige Villas Spain;Pollença;Entire villa;208;0;0;4
54076242;435829669;Prestige Villas Spain;Pollença;Entire villa;197;0;0;4
54028796;122491844;Sealand Villas;Pollença;Entire villa;130;118;35;4,74
54028797;122491844;Sealand Villas;Pollença;Entire home;192;168;8;4,25
54028798;122491844;Sealand Villas;Pollença;Entire villa;150;175;8;4,13
54029679;122491844;Sealand Villas;Selva;Entire villa;360;237;17;4,82
54029680;122491844;Sealand Villas;Alcúdia;Entire villa;107;173;13;4,54
54030753;66176030;Smilevillas;Sant Llorenç des Cardassar;Entire cottage;370;53;1;5
53739138;3533438;Freelance Villas;Pollença;Entire villa;195;182;0;4,8933333333333335
53739142;3533438;Freelance Villas;Pollença;Entire villa;219;0;0;4,8933333333333335
53747293;80839530;Homerti;Santa Margalida;Entire rental unit;293;337;7;4,29
53748072;435315561;Joan;Alcúdia;Entire chalet;200;119;10;4,8
53748078;435315561;Joan;Alcúdia;Entire condo;460;45;19;4,79
54216574;187050772;Holidu;Felanitx;Entire villa;402;362;7;4,71
54220218;439653760;Oliver;Santa Margalida;Entire home;100;230;5;4,6
54222590;14052097;Pascal;Ariany;Entire vacation home;249;270;6;5
54076261;435829669;Prestige Villas Spain;Pollença;Entire villa;286;0;0;4
54076277;435829669;Prestige Villas Spain;Pollença;Entire villa;238;0;0;4
54076347;435829669;Prestige Villas Spain;Pollença;Entire villa;143;0;0;4
54076366;435829669;Prestige Villas Spain;Pollença;Entire villa;119;0;0;4
54076398;435829669;Prestige Villas Spain;Pollença;Entire villa;143;0;0;4
54076536;435829669;Prestige Villas Spain;Pollença;Entire villa;89;0;0;4
54076544;435829669;Prestige Villas Spain;Pollença;Entire villa;137;0;0;4
54042921;435829669;Prestige Villas Spain;Pollença;Entire villa;203;0;0;4
54044153;11810390;Villasmar;Alcúdia;Entire villa;305;129;5;5
54045946;168692752;Holidu;Marratxí;Entire villa;476;332;21;5
54047554;66176030;Smilevillas;Pollença;Entire villa;600;165;0;4,289931972789115
54076555;435829669;Prestige Villas Spain;Pollença;Entire villa;108;0;0;4
54076562;435829669;Prestige Villas Spain;Pollença;Entire villa;197;0;0;4
54076578;435829669;Prestige Villas Spain;Pollença;Entire villa;251;0;0;4
54076598;435829669;Prestige Villas Spain;Pollença;Entire villa;132;0;0;4
54076614;435829669;Prestige Villas Spain;Pollença;Entire villa;197;0;0;4
54076624;435829669;Prestige Villas Spain;Pollença;Entire villa;161;0;0;4
54076635;435829669;Prestige Villas Spain;Pollença;Entire villa;167;0;0;4
54050954;261393675;Maria;Alcúdia;Entire home;50;302;91;4,65
54052153;301276028;Miquel;Pollença;Entire rental unit;102;173;40;4,8
54059476;187050772;Holidu;Pollença;Entire rental unit;172;364;1;5
54062124;50729033;Finca Mallorca;Campos;Entire villa;242;40;2;5
54062125;50729033;Finca Mallorca;Manacor;Entire villa;185;219;3;5
54062126;50729033;Finca Mallorca;Manacor;Entire villa;228;189;2;5
54062127;50729033;Finca Mallorca;Felanitx;Entire villa;196;209;4;4,5
54062128;50729033;Finca Mallorca;Felanitx;Entire villa;261;265;1;4
54062130;50729033;Finca Mallorca;Campos;Entire villa;215;215;6;4,67
54062131;50729033;Finca Mallorca;Manacor;Entire villa;346;90;0;4,916818181818182
54062135;50729033;Finca Mallorca;Porreres;Entire villa;238;121;0;4,916818181818182
54062136;50729033;Finca Mallorca;Manacor;Entire villa;346;40;1;5
54062137;50729033;Finca Mallorca;Manacor;Entire villa;435;40;0;4,916818181818182
54062138;50729033;Finca Mallorca;Felanitx;Entire rental unit;243;205;1;5
54062139;50729033;Finca Mallorca;Felanitx;Entire rental unit;243;196;0;4,916818181818182
54064797;435829669;Prestige Villas Spain;Pollença;Entire villa;161;0;0;4
54076644;435829669;Prestige Villas Spain;Pollença;Entire villa;163;0;0;4
54077653;34534600;Apolonia;Santanyí;Entire home;114;260;9;5
54086245;187050772;Holidu;Manacor;Entire villa;339;364;2;5
54102499;106094921;Pere Joan;Pollença;Entire rental unit;95;196;42;4,9
54118764;38212571;Anthony;Pollença;Entire villa;500;94;8;4,88
54119619;9993923;Michael;Llucmajor;Entire villa;315;348;11;5
54119908;66176030;Smilevillas;Pollença;Entire villa;229;37;0;4,289931972789115
54120163;438731443;Diego;Banyalbufar;Entire villa;499;328;38;5
54121602;54868759;Maria Antonia;Sóller;Entire home;95;142;48;4,9
54235762;3533438;Freelance Villas;Pollença;Entire villa;354;241;0;4,8933333333333335
54235867;377610127;Rentavillamallorca.Com;Pollença;Entire villa;281;123;0;4,307142857142857
54236399;81580920;PlanetVillas Vacaciones;Pollença;Entire cottage;238;325;5;4,4
54236782;377610127;Rentavillamallorca.Com;Mancor de la Vall;Entire villa;254;187;1;4
54236783;377610127;Rentavillamallorca.Com;Pollença;Entire villa;229;0;0;4,307142857142857
54237234;15801465;Chris;Lloseta;Entire home;137;199;27;4,93
54251059;187050772;Holidu;Binissalem;Entire home;222;360;12;4,75
54066739;20639084;Carlos;Palma de Mallorca;Entire rental unit;49;171;5;5
54134313;65697804;Ideal Property Mallorca;Alcúdia;Entire home;177;185;10;4,8
54135002;65697804;Ideal Property Mallorca;Alcúdia;Entire rental unit;93;323;33;4,61
54141854;430395064;Gabriel;Sóller;Entire condo;99;42;56;4,84
54152148;187050772;Holidu;Muro;Entire home;312;362;0;4,614125
54154464;163377739;Miguel - Interhome Group;Pollença;Entire rental unit;113;313;19;4,26
54157429;21551826;Karen;Deyá;Entire villa;335;206;0;4,838196616920068
54158414;386489187;Antonia;Alcúdia;Entire serviced apartment;70;262;44;4,68
54169788;169131774;Martí;Selva;Casa particular;95;274;67;4,85
54068572;435829669;Prestige Villas Spain;Pollença;Entire villa;239;0;0;4
54068848;435829669;Prestige Villas Spain;Alcúdia;Entire villa;167;0;0;4
54068873;435829669;Prestige Villas Spain;Pollença;Entire villa;215;0;0;4
54068890;435829669;Prestige Villas Spain;Pollença;Entire villa;328;0;0;4
54068917;435829669;Prestige Villas Spain;Pollença;Entire villa;203;0;0;4
54068954;435829669;Prestige Villas Spain;Pollença;Entire villa;95;0;0;4
54069141;435829669;Prestige Villas Spain;Pollença;Entire villa;143;0;0;4
54187744;13894653;Owl Booking;Pollença;Entire villa;176;179;8;4,5
54187745;13894653;Owl Booking;Pollença;Entire villa;190;192;15;4,8
54188031;439345858;Lourdes;Palma de Mallorca;Entire rental unit;140;0;37;4,95
54204322;21047668;Ingrid Y Jesus;Campos;Entire villa;300;365;52;4,71
54213998;24394217;Doris;Consell;Entire villa;272;195;8;5
544000456941703000;156144596;Mallorca Villa Selection;Sencelles;Entire villa;194;161;1;5
544520596583668000;285578671;Holidu;Inca;Private room in guesthouse;145;364;1;5
544663662716172000;431977102;Holidu;Ses Salines;Entire villa;205;362;4;4,25
54069183;435829669;Prestige Villas Spain;Pollença;Entire villa;108;0;0;4
54069222;435829669;Prestige Villas Spain;Pollença;Entire villa;125;0;0;4
54069258;435829669;Prestige Villas Spain;Pollença;Entire villa;125;0;0;4
54069275;435829669;Prestige Villas Spain;Pollença;Entire villa;364;0;0;4
54251060;187050772;Holidu;Santa Margalida;Entire rental unit;129;365;2;5
54251084;261020451;Rosa;Sant Joan;Entire villa;249;300;1;5
54253142;66176030;Smilevillas;Santanyí;Entire villa;217;123;9;4,89
54254425;21969922;Miquel;Sa Pobla;Entire home;199;284;53;4,94
54254941;323345691;Alexander;Campos;Entire townhouse;143;272;13;4,54
54258306;390471366;Ronny;Manacor;Entire rental unit;219;0;13;4,85
54262774;431977102;Holidu;Selva;Entire villa;122;364;2;5
54265963;16295517;Carlos;Palma de Mallorca;Entire chalet;236;219;18;5
54270457;377610127;Rentavillamallorca.Com;Pollença;Entire villa;229;0;0;4,307142857142857
544667655708698000;71611818;Pollentia;Pollença;Entire villa;548;36;7;5
544827399085084000;6089282;Mickey;Felanitx;Entire home;205;288;23;4,61
544827494059874000;6089282;Mickey;Felanitx;Entire villa;500;215;29;4,66
545551471584986000;270230553;Linda - BELVILLA;Manacor;Entire villa;194;365;0;3,7971428571428567
545551761073083000;270230553;Linda - BELVILLA;Manacor;Entire home;147;365;4;2,75
545552102693934000;270230553;Linda - BELVILLA;Manacor;Entire home;147;365;3;1,33
546228891650971000;452553479;Steffi;Santanyí;Entire rental unit;115;296;13;4,46
546276621873864000;11571593;Miquel;Santa Margalida;Entire home;197;297;41;5
54069293;435829669;Prestige Villas Spain;Pollença;Entire villa;102;0;0;4
553039011299082000;357235863;Novasol;Estellencs;Entire home;209;202;12;4,08
553311694686244000;66176030;Smilevillas;Felanitx;Entire cottage;241;204;7;4,14
553367743631303000;65697804;Ideal Property Mallorca;Alcúdia;Entire home;213;327;1;5
54271735;377610127;Rentavillamallorca.Com;Alcúdia;Entire villa;238;212;15;4,47
54284531;54725560;Kim;Valldemossa;Entire villa;299;264;57;4,84
54285975;11810390;Villasmar;Alcúdia;Entire home;236;238;1;4
54286650;122491844;Sealand Villas;Lloret de Vistalegre;Entire villa;163;196;11;4,82
54287271;431977102;Holidu;Capdepera;Entire home;122;357;6;5
54287581;66176030;Smilevillas;Pollença;Entire villa;229;105;0;4,289931972789115
54290424;122491844;Sealand Villas;Pollença;Entire rental unit;127;144;32;4,41
54299314;156144596;Mallorca Villa Selection;Alcúdia;Entire villa;234;106;12;3,75
553392420135369000;156144596;Mallorca Villa Selection;Muro;Entire villa;118;168;8;4,5
553485073011845000;403968407;Pedro;Artà;Entire vacation home;190;78;0;4,518571428571429
546301339393439000;381824869;Maria;Palma de Mallorca;Entire villa;300;137;57;4,98
546806070749297000;275508973;Posima;Manacor;Entire rental unit;77;289;19;4,84
546826468720497000;440758226;Inga;Muro;Entire villa;231;0;26;4,92
546902413322509000;275508973;Posima;Bunyola;Entire home;266;0;19;4,63
546955143928526000;431977102;Holidu;Pollença;Entire home;188;335;15;4,93
547109295219119000;261020451;Rosa;Santa Margalida;Entire cottage;123;130;0;4,923333333333334
547419638477776000;285578671;Holidu;Pollença;Entire villa;128;353;14;4,64
547650061100436000;65697804;Ideal Property Mallorca;Búger;Entire villa;169;117;2;4
553520197092591000;401569802;Natalia;Capdepera;Entire rental unit;79;350;10;4,4
553560209581081000;19665880;Dolores;Andratx;Entire serviced apartment;98;132;24;4,71
553942637373860000;205499549;Holidu;Costitx;Entire villa;420;354;2;5
553942648120889000;285578671;Holidu;Artà;Entire home;234;364;2;5
553942652449077000;285670200;Holidu;Son Servera;Entire home;222;364;1;5
553988876404229000;66176030;Smilevillas;Felanitx;Entire cottage;241;119;15;4,93
554030259910968000;66176030;Smilevillas;Felanitx;Entire cottage;241;183;2;4,5
554054499398306000;66176030;Smilevillas;Campos;Entire cottage;242;153;7;4,86
547857858843235000;404027540;Pere;Santanyí;Entire rental unit;55;321;4;5
547892951426024000;441280961;Pilar;Santanyí;Room in hotel;217;184;100;4,76
548182234190510000;441280961;Pilar;Santanyí;Room in hotel;217;184;17;4,94
548182509778263000;441280961;Pilar;Santanyí;Room in hotel;217;184;30;4,87
548210020168451000;441280961;Pilar;Santanyí;Room in hotel;217;184;19;4,84
548292164289667000;245708611;YourHouse;Maria de la Salut;Entire rental unit;68;93;30;4,57
548364172776640000;65697804;Ideal Property Mallorca;Alcúdia;Entire home;213;310;35;4,89
